id,title,authors,link,journal_publication,published_date
39719407,Transient Receptor Potential Vanilloid 4 Calcium-Permeable Channel Contributes to Valve Stiffening in Aortic Stenosis.,"Dutta B, Rahaman SG, Mukherjee P, Rahaman SO.",https://pubmed.ncbi.nlm.nih.gov//39719407/,J Am Heart Assoc, 2025 Jan 7
39659072,Sequential Dual Guide Catheter Technique for Chronic Total Occlusion Interventions in Patients With Prior Coronary Artery Bypass Graft Surgery.,"Al-Ogaili A, Chu AJ, Sandoval Y, Brilakis ES.",https://pubmed.ncbi.nlm.nih.gov//39659072/,Catheter Cardiovasc Interv, 2025 Jan
39468963,Usefulness of FFR-CT to exclude haemodynamically significant lesions in high-risk NSTE-ACS.,"Meier D, Andreini D, Cosyns B, Skalidis I, Storozhenko T, Mahendiran T, Assanelli E, Sonck J, Roosens B, Rotzinger DC, Qanadli SD, Tzimas G, Muller O, De Bruyne B, Collet C, Fournier S.",https://pubmed.ncbi.nlm.nih.gov//39468963/,EuroIntervention, 2025 Jan 6
39210227,The Burden of Chronic,"Bramhankar M, Pandey M, Tyagi R.",https://pubmed.ncbi.nlm.nih.gov//39210227/,J Prev (2022), 2025 Feb
39841911,Which Brugada patient deserves continuous ECG monitoring through implantable loop recorder? An evidence update.,"Calvelli P, Cerrato N, Giustetto C, Saglietto A, Anselmino M, Curcio A.",https://pubmed.ncbi.nlm.nih.gov//39841911/,J Cardiovasc Med (Hagerstown), 2025 Feb 1
39468415,Low ambient temperature and incident myocardial infarction with or without obstructive coronary arteries: a Chinese nationwide study.,"Huang J, He Q, Jiang Y, Wong JMJ, Li J, Liu J, Wang R, Chen R, Dai Y, Ge J.",https://pubmed.ncbi.nlm.nih.gov//39468415/,Eur Heart J, 2025 Feb 3
39893040,Atrial Fibrillation in End-Stage,"Beyer SE, Sohns C, Sommer P.",https://pubmed.ncbi.nlm.nih.gov//39893040/,Card Electrophysiol Clin, 2025 Mar
39698760,Prevalence of,"Duong MH, Gnjidic D, McLachlan AJ, Winardi K, Bennett AA, Blyth F, Le Couteur D, Hilmer SN.",https://pubmed.ncbi.nlm.nih.gov//39698760/,Intern Med J, 2025 Feb
39818861,"Cross-Sectional Association Between Left Ventricular Geometric Patterns, Cortical Cerebral Microinfarcts, and Cognition.","Huang J, Robert C, Ling LH, Chen C, Hilal S.",https://pubmed.ncbi.nlm.nih.gov//39818861/,J Am Heart Assoc, 2025 Jan 21
39901632,Outcomes of intravascular imaging-guided percutaneous coronary intervention according to lesion complexity.,"Lee SY, Lee SJ, Kwon W, Lee SH, Shin D, Lee SY, Kim SM, Yun KH, Cho JY, Kim CJ, Ahn HS, Nam CW, Yoon HJ, Park YH, Lee WS, Choi KH, Park TK, Yang JH, Choi SH, Gwon HC, Song YB, Hahn JY, Lee JY, Lee JM, Investigators TR.",https://pubmed.ncbi.nlm.nih.gov//39901632/,EuroIntervention, 2025 Feb 3
39866113,2025,"Martin SS, Aday AW, Allen NB, Almarzooq ZI, Anderson CAM, Arora P, Avery CL, Baker-Smith CM, Bansal N, Beaton AZ, Commodore-Mensah Y, Currie ME, Elkind MSV, Fan W, Generoso G, Gibbs BB, Heard DG, Hiremath S, Johansen MC, Kazi DS, Ko D, Leppert MH, Magnani JW, Michos ED, Mussolino ME, Parikh NI, Perman SM, Rezk-Hanna M, Roth GA, Shah NS, Springer MV, St-Onge MP, Thacker EL, Urbut SM, Van Spall HGC, Voeks JH, Whelton SP, Wong ND, Wong SS, Yaffe K, Palaniappan LP; American Heart Association Council on Epidemiology and Prevention Statistics Committee and Stroke Statistics Committee.",https://pubmed.ncbi.nlm.nih.gov//39866113/,Circulation, 2025 Jan 27
39475409,Incidence and outcomes of transient new-onset atrial fibrillation complicating acute coronary syndromes: results from a systematic review and meta-analysis.,"Salerno N, Ielapi J, Cersosimo A, Leo I, Sabatino J, De Rosa S, Sorrentino S, Torella D.",https://pubmed.ncbi.nlm.nih.gov//39475409/,Eur Heart J Cardiovasc Pharmacother, 2025 Jan 11
38607218,Effect of Cardiac Rehabilitation Nursing on Patients with Myocardial Infarction.,"Zhou Y, Wu X, Qin C, Tong Y, Tian S, Huang X.",https://pubmed.ncbi.nlm.nih.gov//38607218/,Altern Ther Health Med, 2025 Jan
39172649,Increasing adherence and collecting symptom-specific biometric signals in remote monitoring of,"Mohapatra S, Issa M, Ivezic V, Doherty R, Marks S, Lan E, Chen S, Rozett K, Cullen L, Reynolds W, Rocchio R, Fonarow GC, Ong MK, Speier WF, Arnold CW.",https://pubmed.ncbi.nlm.nih.gov//39172649/,J Am Med Inform Assoc, 2025 Jan 1
39853480,Acute effects of beetroot extract and resveratrol ingestion on cardiovascular and cardiac autonomic modulation recovery after moderate-intensity aerobic exercise in individuals with coronary artery,"Gonzaga LA, Porto AA, Takahashi C, Gomes RL, Vanderlei LCM, Valenti VE.",https://pubmed.ncbi.nlm.nih.gov//39853480/,Eur J Nutr, 2025 Jan 24
39871793,Give it time to SOBER up - GITSU- a new strategy in percutaneous coronary intervention for chronic total occlusion.,"Acar E, Donmez I, Sincer I, Güneş Y, Izgi IA, Kirma C.",https://pubmed.ncbi.nlm.nih.gov//39871793/,Acta Cardiol, 2025 Feb
39841822,The deubiquitinase USP5 prevents accumulation of protein aggregates in cardiomyocytes.,"Eibach Y, Kreher S, Poetsch MS, Kho AL, Gaertner U, Clemen CS, Schröder R, Guo K, Milting H, Meder B, Potente M, Richter M, Schneider A, Meiners S, Gautel M, Braun T.",https://pubmed.ncbi.nlm.nih.gov//39841822/,Sci Adv, 2025 Jan 24
37548469,Safety and Efficacy of Nondihydropyridine Calcium Channel Blockers for Acute Rate Control in Atrial Fibrillation with Rapid Ventricular Response and Comorbid,"Montana PC, Rubin P, Dyal MD, Goldberger J.",https://pubmed.ncbi.nlm.nih.gov//37548469/,Cardiol Rev, 2025 Mar-Apr 01
39786662,"Hot Phases Cardiomyopathy: Pathophysiology, Diagnostic Challenges, and Emerging Therapies.","Bassetto G, Angriman F, Gava CPLD, Paldino A, Perotto M, Bordignon L, Gigli M, Ferro MD, Massa L, Altinier A, De Luca A, Sinagra G, Merlo M.",https://pubmed.ncbi.nlm.nih.gov//39786662/,Curr Cardiol Rep, 2025 Jan 9
39343602,Left Atrial Low-Voltage Zone Assessment and Voltage-Guided Ablation Outcome in Patients With Atrial Fibrillation-Induced Tachycardiomyopathy.,"Marzak H, Hammann J, Matsushita K, Ringele R, Fitouchi S, Severac F, Cardi T, Kanso M, Schatz A, Ohlmann P, Morel O, Jesel L.",https://pubmed.ncbi.nlm.nih.gov//39343602/,Circ J, 2025 Jan 24
39893039,Atrioventricular Nodal Ablation and Pacing in Refractory Atrial Fibrillation and,"Bai R, Shen C, Tung R.",https://pubmed.ncbi.nlm.nih.gov//39893039/,Card Electrophysiol Clin, 2025 Mar
39825526,Acalculous Cholecystitis as an Atypical Presentation of Viral Pericarditis: A Case Report.,"Chen A, Salehi O, Cevik J.",https://pubmed.ncbi.nlm.nih.gov//39825526/,Am J Case Rep, 2025 Jan 18
39565324,Non-bacterial thrombotic endocarditis: a clinical and pathophysiological reappraisal.,"Ahmed O, King NE, Qureshi MA, Choudhry AA, Osama M, Zehner C, Ali A, Hamzeh IR, Palaskas NL, Thompson KA, Koutroumpakis E, Deswal A, Yusuf SW.",https://pubmed.ncbi.nlm.nih.gov//39565324/,Eur Heart J, 2025 Jan 16
39039344,Left bundle branch block cardiomyopathy (LBBB-CMP): from the not-so-benign finding of idiopathic LBBB to LBBB-CMP diagnosis and treatment.,"Marques CA, Cabrita A, Pinho AI, Santos L, Oliveira C, Rodrigues RA, Cruz C, Martins E.",https://pubmed.ncbi.nlm.nih.gov//39039344/,Heart Vessels, 2025 Jan
39653305,Life-Threatening Ventricular Tachyarrhythmia in Isolated Cardiac Sarcoidosis Compared With Cardiac Sarcoidosis With Extracardiac Involvement.,"Takaya Y, Nakagawa K, Miyoshi T, Nishii N, Morita H, Nakamura K, Yuasa S.",https://pubmed.ncbi.nlm.nih.gov//39653305/,Am J Cardiol, 2025 Mar 1
39701461,Inadequate Intensification of LDL-cholesterol lowering therapy after coronary revascularization: Insights from the GOULD registry.,"Peterson BE, Bhatt DL, Ballantyne CM, de Lemos JA, Rosenson RS, Kosiborod MN, Cannon CP; GOULD Investigators.",https://pubmed.ncbi.nlm.nih.gov//39701461/,Int J Cardiol, 2025 Feb 15
39115503,Association Between Coronary Artery Spasm and Atherosclerotic,"Peeters D, Woelders E, Jansen T, Konst R, Crooijmans C, van de Hoef T, Mensink F, Los J, Pellegrini D, Cornel JH, Ong P, van Royen N, Leen A, Elias-Smale S, van Geuns RJ, Damman P.",https://pubmed.ncbi.nlm.nih.gov//39115503/,JACC Cardiovasc Imaging, 2025 Feb
39884740,Impact of porcelain aorta on outcomes in transfemoral aortic valve implantation (TAVI) with balloon-expandable valves.,"Lauten P, Kreutz J, Costello-Boerrigter LC, Schreiber M, Boerrigter G, Albert C, El Garhy M, Göbel B, Schieffer B, Lapp H, Owais T, Kuntze T, Markus B.",https://pubmed.ncbi.nlm.nih.gov//39884740/,Open Heart, 2025 Jan 30
39186093,Predictor of left main coronary artery size: an intravascular ultrasound study in Southeast Asia population.,"Saboe A, Sari MT, Akbar MR, Yahya AF.",https://pubmed.ncbi.nlm.nih.gov//39186093/,Heart Vessels, 2025 Feb
39833067,Cardiac papillary fibroelastoma involving the mitral valve: A case report.,"An Y, Nie F.",https://pubmed.ncbi.nlm.nih.gov//39833067/,Medicine (Baltimore), 2025 Jan 17
39225327,Clinical implication of sarcopenia in patients with acute decompensated,"Bai B, Li D, Xu M, Liao Y, Zhou H, Liu F, Li W, Ma H.",https://pubmed.ncbi.nlm.nih.gov//39225327/,ESC Heart Fail, 2025 Feb
39895530,Phenotypic Trajectories From Acute to Stable Phase in,"Matsuoka Y, Sotomi Y, Nakatani D, Okada K, Sunaga A, Kida H, Sato T, Sakamoto D, Kitamura T, Komukai S, Seo M, Yano M, Hayashi T, Nakagawa A, Nakagawa Y, Tamaki S, Yasumura Y, Yamada T, Hikoso S, Sakata Y; OCVC‐Heart Failure Investigators.",https://pubmed.ncbi.nlm.nih.gov//39895530/,J Am Heart Assoc, 2025 Feb 4
39708906,"Vagal response during radiofrequency catheter ablation initiated from right superior pulmonary vein: Incidence, risk factors, and clinical outcomes.","Liang E, Kang L, Song W, Du Z, Du Z, Zhou G, Ren Y, Zhou Y, Zhao Z, Wang L, Ma J, Zang X, Hu J, Wang X, Yao Y, Gao C, Zheng L, Chen K.",https://pubmed.ncbi.nlm.nih.gov//39708906/,Int J Cardiol, 2025 Mar 1
39779216,The Role of Atrial Fibrillation and Oral Anticoagulation Status in Health-Related Quality of Life 12 Months After Ischemic Stroke or TIA.,"Olma MC, Steindorf-Sabath L, Tütüncü S, Kunze C, Fiessler C, Kirchhof P, Dietzel J, Schurig J, Oschmann P, Niehaus L, Urbanek C, Thomalla G, Nabavi DG, Röther J, Laufs U, Veltkamp R, Heuschmann PU, Haeusler KG, Endres M; MonDAFIS Investigators.",https://pubmed.ncbi.nlm.nih.gov//39779216/,Brain Behav, 2025 Jan
39535673,Prognostic significance of phase analysis using SPECT myocardial perfusion imaging in,"Lee K, Han S, Ryu J, Cho SG, Moon DH.",https://pubmed.ncbi.nlm.nih.gov//39535673/,Int J Cardiovasc Imaging, 2025 Jan
39746531,Targeting the ALKBH5-NLRP3 positive feedback loop alleviates cardiomyocyte pyroptosis after myocardial infarction.,"Cui LG, Zhai MM, Yin JJ, Wang ZM, Wang SH, Zhou YJ, Li PP, Wang Y, Xia L, Wang P, Cha XX, Zhang LR, Han SN.",https://pubmed.ncbi.nlm.nih.gov//39746531/,Eur J Pharmacol, 2025 Feb 15
38702490,COVID-19 Prevention and Mitigation Decision-Making Processes While Navigating Chronic,"Johnson LCM, Josiah Willock R, Simmons S, Moyd S, Geiger D, Ghali JK, Quarells RC.",https://pubmed.ncbi.nlm.nih.gov//38702490/,J Racial Ethn Health Disparities, 2025 Feb
39433457,Impact of early postnatal overnutrition on cardiac mitochondrial dysfunction in adult mice with ischemia/reperfusion.,"Vieira AKG, Bernardo AF, Neves FA, Soares VM, Guedes RM, Soares PN, Lisboa PC, Cortez E, Moura EG, da Silva BG, Garcia-Souza EP, Moura AS.",https://pubmed.ncbi.nlm.nih.gov//39433457/,Nutr Metab Cardiovasc Dis, 2025 Feb
39198624,Pathophysiological insights into HFpEF from studies of human cardiac tissue.,"Fayyaz AU, Eltony M, Prokop LJ, Koepp KE, Borlaug BA, Dasari S, Bois MC, Margulies KB, Maleszewski JJ, Wang Y, Redfield MM.",https://pubmed.ncbi.nlm.nih.gov//39198624/,Nat Rev Cardiol, 2025 Feb
39825962,Novel Therapies for Right Ventricular Failure.,Das BB.,https://pubmed.ncbi.nlm.nih.gov//39825962/,Curr Cardiol Rep, 2025 Jan 18
39893037,Atrial Fibrillation Ablation in,"La Fazia VM, Pierucci N, Mohanty S, Chiricolo G, Natale A.",https://pubmed.ncbi.nlm.nih.gov//39893037/,Card Electrophysiol Clin, 2025 Mar
39893036,Atrial Fibrillation Ablation in,"Spitz AZ, Zeitler EP.",https://pubmed.ncbi.nlm.nih.gov//39893036/,Card Electrophysiol Clin, 2025 Mar
39825257,Risk factors for long-term severe tricuspid regurgitation following mitral valve replacement: a retrospective study.,"Li SS, Dou LZ, Han B, Miao BR, Wang S, Jiang H, Zheng YL, Li JM, Ruan HY.",https://pubmed.ncbi.nlm.nih.gov//39825257/,BMC Cardiovasc Disord, 2025 Jan 15
39762897,Comprehensive analysis of scRNA-seq and bulk RNA-seq reveals the non-cardiomyocytes heterogeneity and novel cell populations in dilated cardiomyopathy.,"He S, Li C, Lu M, Lin F, Hu S, Zhang J, Peng L, Li L.",https://pubmed.ncbi.nlm.nih.gov//39762897/,J Transl Med, 2025 Jan 6
38936599,Genetic variations in PTPN11 lead to a recurrent left ventricular outflow tract obstruction phenotype in childhood hypertrophic cardiomyopathy.,"Liu S, Zhao Y, Mo H, Hua X, Chen X, Wang W, Li Y, Yan J, Song J.",https://pubmed.ncbi.nlm.nih.gov//38936599/,J Thorac Cardiovasc Surg, 2025 Jan
39898739,[Remote monitoring in patients with,"Carriere C, Guarnaccia A, Del Mestre E, Lo Casto M, Maione D, Piccinin F, Zecchin M, Merlo M, Sinagra G.",https://pubmed.ncbi.nlm.nih.gov//39898739/,G Ital Cardiol (Rome), 2025 Feb
39732150,Causal relationship between Hashimoto's thyroiditis and non-ischemic cardiomyopathy and the mediating role of inflammatory cytokines: Evidence from genetic association analysis.,"Du C, Zhao D, Shi X, Gu L, Wang S, Bao Y, Wang ZM, Wang L.",https://pubmed.ncbi.nlm.nih.gov//39732150/,Int J Cardiol, 2025 Mar 1
39708030,Targeted Ganglionated Plexi Ablation With Nanoformulated Calcium Suppresses Postoperative AF Via Vagosympatholytic and Anti-Inflammatory Effects.,"Jafree E, O'Quinn M, Shoureshi P, Rose B, Wang L, Nguyen N, Nguyen T, Dormer KJ, Nguyen KT, Das A, Quader M, Kasirajan V, Kaszala K, Ellenbogen KA, Huizar JF, Tan AY.",https://pubmed.ncbi.nlm.nih.gov//39708030/,JACC Clin Electrophysiol, 2025 Jan
39788592,[Technical standards for performing radiofrequency catheter ablation for atrial fibrillation: a series of consortium standards].,"Heart Rhythm Branch of Chinese Society of Biomedical Engineering; Expert Group For the ""Technical Specification for Radiofrequency Ablation of Atrial Fibrillation Catheters"" Series of Group Standards.",https://pubmed.ncbi.nlm.nih.gov//39788592/,Zhonghua Nei Ke Za Zhi, 2025 Jan 1
38987046,The impact of elevated C-reactive protein levels on long-term outcomes of patients undergoing transcatheter aortic valve replacement.,"Brunner S, Moccetti F, Loretz L, Conrad N, Bossard M, Attinger-Toller A, Kurmann R, Cuculi F, Wolfrum M, Toggweiler S.",https://pubmed.ncbi.nlm.nih.gov//38987046/,Cardiovasc Revasc Med, 2025 Jan
38960074,Enhancing cardiovascular risk stratification: Radiomics of coronary plaque and perivascular adipose tissue - Current insights and future perspectives.,"Corti A, Lo Iacono F, Ronchetti F, Mushtaq S, Pontone G, Colombo GI, Corino VDA.",https://pubmed.ncbi.nlm.nih.gov//38960074/,Trends Cardiovasc Med, 2025 Jan
39527003,Three-Year Clinical and Hemodynamic Evaluation of the Hydra Self-Expanding Transcatheter Aortic Valve in Patients With Severe Aortic Stenosis.,"Bajoras V, Dabrowski M, Davidavicius G, Cesna S, Peciuraite D, Wykrzykowska JJ, Witkowski A, Stoklosa P, Sudhir K, Aidietis A.",https://pubmed.ncbi.nlm.nih.gov//39527003/,Catheter Cardiovasc Interv, 2025 Feb
39536815,Hemostatic derangements associated with cardiopulmonary bypass predict outcomes in pediatric patients undergoing corrective,"Todd K, Hogue SJ, Tweddell JS, Reagor JA, Mullins E, Block MG, Rosenfeldt L, Francisco B, Jodele S, Sharma BK, Lane A, Slusher C, Kharnaf M, Morales DLS, Palumbo JS.",https://pubmed.ncbi.nlm.nih.gov//39536815/,J Thromb Haemost, 2025 Feb
39849634,Establishment and evaluation of a nomogram prediction model for risk of atrial fibrillation recurrence after the cox-maze IV procedure.,"Yu C, Wei Y, Zheng H, Yu S, Cheng Y, Yan C, Li J, He P, Cheng W.",https://pubmed.ncbi.nlm.nih.gov//39849634/,J Cardiothorac Surg, 2025 Jan 23
39873330,Evaluation of Right and Left Ventricular Deformation Analysis in İdiopathic Right Bundle Branch Block by Speckle Tracking Echocardiography.,"Seçkin Göbüt Ö, Sezenöz B, Küçükbardaslı M, Yamak BA, Ünlü S.",https://pubmed.ncbi.nlm.nih.gov//39873330/,Echocardiography, 2025 Feb
39859164,"Special Issue: ""New Trends in Diabetes, Hypertension, and Cardiovascular","Wang Y, Magliano DJ.",https://pubmed.ncbi.nlm.nih.gov//39859164/,Int J Mol Sci, 2025 Jan 7
39825406,Risk of myocardial infarction and,"Wang P, Yang H.",https://pubmed.ncbi.nlm.nih.gov//39825406/,J Cardiothorac Surg, 2025 Jan 17
39844254,Mutual mediation effects of homocysteine and PCSK9 on coronary lesion severity in patients with acute coronary syndrome: interplay with inflammatory and lipid markers.,"Jin P, Ma J, Wu P, Bian Y, Ma X, Jia S, Zheng Q.",https://pubmed.ncbi.nlm.nih.gov//39844254/,Lipids Health Dis, 2025 Jan 22
39074441,Impact of Cardiac Resynchronization Therapy on Ventricular Arrhythmias and Survival After Durable Left Ventricular Assist Device Implantation.,"Oates CP, Lawrence LL, Bigham GE, Meda NS, Basyal B, Rao SD, Hadadi CA, Najjar SS, Shah MH, Sheikh FH, Lam PH.",https://pubmed.ncbi.nlm.nih.gov//39074441/,ASAIO J, 2025 Feb 1
39111609,Ruxolitinib as a CaMKII inhibitor for treatment of cardiac arrhythmias: Applications and prospects.,"Guo Q, Huo Y, Liu Q, Zhou S, Xiao Y.",https://pubmed.ncbi.nlm.nih.gov//39111609/,Heart Rhythm, 2025 Jan
39319630,Exercise training in left ventricular assist device patients: Protocol of an individual participant data meta-analysis.,"Kambič T, Feuerstein A, Tran PT, Friede T, Edelmann F, Lainscak M; ExTraLVAD Collaborators.",https://pubmed.ncbi.nlm.nih.gov//39319630/,ESC Heart Fail, 2025 Feb
39916316,Constrictive Pericarditis as a Post-Cardiac Surgery Complication.,"Nuaimi M, Shaw B, Ubosy S, Iyyani M, Shaw R, Madruga M, Ayesu K, Carlan SJ.",https://pubmed.ncbi.nlm.nih.gov//39916316/,Am J Case Rep, 2025 Feb 7
39415755,Preventive impact of probiotic supplements on,"Bonab SF, Tahmasebi S, Ghafouri-Fard S, Eslami S.",https://pubmed.ncbi.nlm.nih.gov//39415755/,APMIS, 2025 Jan
39808996,Non-culprit plaque healing on serial OCT imaging and future outcome in patients with acute coronary syndromes.,"Yi B, He L, Zhang D, Zeng M, Zhao C, Meng W, Qin Y, Weng Z, Xu Y, Liu M, Chen X, Shao S, Sun Q, Wang W, Li M, Lv Y, Luo X, Bai X, Weng X, Johnson JL, Johnson T, Guagliumi G, Hu S, Yu B, Jia H.",https://pubmed.ncbi.nlm.nih.gov//39808996/,Atherosclerosis, 2025 Feb
38937417,Multi-omics Study of Hypoxic-Ischemic Brain Injury After Cardiopulmonary Resuscitation in Swine.,"Yu S, Xu J, Wu C, Zhu Y, Diao M, Hu W.",https://pubmed.ncbi.nlm.nih.gov//38937417/,Neurocrit Care, 2025 Feb
39368269,"The association between anemia, hospitalization, and all-cause mortality in patients with","Ugarph-Morawski A, Wändell P, Benson L, Savarese G, Lund LH, Dahlström U, Eriksson B, Edner M.",https://pubmed.ncbi.nlm.nih.gov//39368269/,Arch Gerontol Geriatr, 2025 Feb
39631564,Predictors of plasma HDL-C concentrations in the Coronary Artery Risk Development in Young Adults (CARDIA) study.,"Shikany JM, Bassler JR, Reis JP, Schreiner PJ, Redden DT, Wilkins JT, Lewis CE.",https://pubmed.ncbi.nlm.nih.gov//39631564/,J Lipid Res, 2025 Jan
39299841,Conduction dynamics over time after transcatheter aortic valve replacement: An expert review.,"Kroon HG, Hokken T, van Wiechen M, Ooms JFW, van Gils L, Kardys I, Daemen J, De Jaegere PPT, Nuis RJ, Van Mieghem NM.",https://pubmed.ncbi.nlm.nih.gov//39299841/,Cardiovasc Revasc Med, 2025 Jan
39700635,Xinkeshu formula restrains pathological cardiac hypertrophy through metabolic remodeling via AMPK/mTOR pathway.,"Zhao YJ, Wu WH, Niu KM, Zhang WJ, Li SR, Bao RL, Chen KR, Ma G, Liu B, Qi LW, Xiao P, Pan A.",https://pubmed.ncbi.nlm.nih.gov//39700635/,Phytomedicine, 2025 Jan
39875171,Parsimonious versus extensive bleeding score: can we simplify risk stratification after percutaneous coronary intervention and reduce bleeding events by de-escalation of the antiplatelet strategy?,"Woelders ECI, Onuma Y, Ninomiya K, O'Leary N, Damman P, Peeters DAM, Hof AWJV', Valgimigli M, Vranckx P, Windecker S, Serruys PWJC, van Geuns RM.",https://pubmed.ncbi.nlm.nih.gov//39875171/,Open Heart, 2025 Jan 28
39214440,Lifetime Management for Aortic Stenosis: Strategy and Decision-Making in the Current Era.,"Chen S, Pop A, Prasad Dasi L, George I.",https://pubmed.ncbi.nlm.nih.gov//39214440/,Ann Thorac Surg, 2025 Feb
39461563,Predictive value of apical rocking and septal flash for subclinical left ventricular systolic dysfunction in complete left bundle branch block patients with normal left ventricular ejection fraction.,"Chen M, Pang B, Li G, Wang Y, Ma C.",https://pubmed.ncbi.nlm.nih.gov//39461563/,Int J Cardiol, 2025 Jan 15
39780273,Sociodemographic index-age differences in the global prevalence of cardiovascular,"Li X, Zhao C, Liu M, Zhao W, Pan H, Wang D.",https://pubmed.ncbi.nlm.nih.gov//39780273/,Arch Public Health, 2025 Jan 9
37951292,Combination therapy with moderate-intensity atorvastatin and ezetimibe vs. high-intensity atorvastatin monotherapy in patients treated with percutaneous coronary intervention in practice: assessing RACING generalizability.,"Lee SJ, Joo JH, Park S, Kim C, Choi DW, Lee YJ, Hong SJ, Ahn CM, Kim JS, Kim BK, Ko YG, Choi D, Jang Y, Nam CM, Hong MK.",https://pubmed.ncbi.nlm.nih.gov//37951292/,Eur Heart J Cardiovasc Pharmacother, 2025 Jan 11
39586490,Quantification of metabolic activity in the evaluation of cardiac sarcoidosis.,"Wiefels C, Boczar K, Birnie D, Beanlands R, Chareonthaitawee P.",https://pubmed.ncbi.nlm.nih.gov//39586490/,J Nucl Cardiol, 2025 Jan
39791428,Targeting P21-Activated Kinase 2 as a Novel Therapeutic Approach to Mitigate Endoplasmic Reticulum Stress in,"Zhang H, Xu H, Zhou F, Azam T, Samman S, Binder P, Nguyen B, Cartwright EJ, Müller OJ, Hille SS, Pu F, Green D, Liu Y, Zi M, Wang X.",https://pubmed.ncbi.nlm.nih.gov//39791428/,J Am Heart Assoc, 2025 Jan 21
39462804,Association Between Delay to First Shock and Successful First-Shock Ventricular Fibrillation Termination in Patients With Witnessed Out-of-Hospital Cardiac Arrest.,"Stieglis R, Verkaik BJ, Tan HL, Koster RW, van Schuppen H, van der Werf C.",https://pubmed.ncbi.nlm.nih.gov//39462804/,Circulation, 2025 Jan 21
39516130,Automatized quantitative electrocardiography from digitized paper electrocardiograms: A new avenue for risk stratification in patients with Brugada syndrome.,"Laporte PL, Vaglio M, Denjoy I, Maison-Blanche P, Coquard C, El Bèze N, Maury P, Hermida A, Klug D, Maltret A, Badilini F, Leenhardt A, Extramiana F.",https://pubmed.ncbi.nlm.nih.gov//39516130/,Arch Cardiovasc Dis, 2025 Jan
39932648,Coronary Artery Calcium Scoring in the Context of Widespread Lipoprotein(a) Testing: Clinical Considerations and Implications for Lipid-Lowering Therapies.,"Palanisamy S, Burka S, Blaha MJ.",https://pubmed.ncbi.nlm.nih.gov//39932648/,Curr Cardiol Rep, 2025 Feb 11
39908019,Neurodevelopmental Outcomes After Nitric Oxide During Cardiopulmonary Bypass for Open,"Long DA, Gibbons KS, Horton SB, Johnson K, Buckley DHF, Erickson S, Festa M, d'Udekem Y, Alphonso N, Le Marsney R, Winlaw DS, Masterson K, van Loon K, Young PJ, Schibler A, Schlapbach LJ, Butt W; NITRIC Study Group and the Australian and New Zealand Intensive Care Society Paediatric Study Group (ANZICS PSG).",https://pubmed.ncbi.nlm.nih.gov//39908019/,JAMA Netw Open, 2025 Feb 3
39883662,Improving myocardial infarction diagnosis with Siamese network-based ECG analysis.,"Gadag V, Singh S, Khatri AH, Mishra S, Satapathy SK, Cho SB, Chowdhury A, Pal A, Mohanty SN.",https://pubmed.ncbi.nlm.nih.gov//39883662/,PLoS One, 2025 Jan 30
39773829,Comprehensive diagnosis in chronic coronary syndromes combining angiography and intracoronary testing: the AID-ANGIO study.,"Jerónimo A, Paredes-Vázquez JG, Travieso A, Shabbir A, Jiménez-Quevedo P, Macaya-Ten F, Nombela-Franco L, Núñez-Gil IJ, Salinas P, Gómez-Polo JC, García-Arribas D, Vilacosta I, Pérez-Velasco JG, García-Romo E, García-Lledó A, Grande-Ingelmo JM, Fernández-Rozas I, Alonso-Belló J, Curcio A, Fernández-Ortiz AI, Villacastín JP, Mejía-Rentería H, Gonzalo N, Escaned J.",https://pubmed.ncbi.nlm.nih.gov//39773829/,EuroIntervention, 2025 Jan 6
39615235,Multi-criteria Bayesian optimization of Empirical Mode Decomposition and hybrid filters fusion for enhanced ECG signal denoising and classification: Cardiac arrhythmia and myocardial infarction cases.,"Bentaleb D, Khatar Z.",https://pubmed.ncbi.nlm.nih.gov//39615235/,Comput Biol Med, 2025 Jan
39833066,Comprehensive nursing interventions enhance sleep quality in patients with arrhythmia following AMI.,"Song L, Xiong Y, Gao H, Yao S, Deng H.",https://pubmed.ncbi.nlm.nih.gov//39833066/,Medicine (Baltimore), 2025 Jan 17
39739505,Acute Aortic Dissection Masquerading as Acute Coronary Syndrome: Is Echocardiogram Mandatory before Primary Percutaneous Coronary Intervention?,"Khandaker MAH, Kumar JS, Panduranga P.",https://pubmed.ncbi.nlm.nih.gov//39739505/,Mymensingh Med J, 2025 Jan
39773961,Detection of anomalous left coronary artery origin from pulmonary artery in an adult patient presenting with monomorphic ventricular tachycardia.,"Anand ABP, Rathod K, Sabnis GR, Mahajan A.",https://pubmed.ncbi.nlm.nih.gov//39773961/,BMJ Case Rep, 2025 Jan 7
39789553,Efficacy of tranilast in preventing exacerbating cardiac function and death from,"Matsumura T, Fukudome T, Motoyoshi Y, Nakamura A, Kuru S, Segawa K, Kitao R, Watanabe C, Tamura T, Takahashi T, Hashimoto H, Sekimizu M, Saito AM, Asakura M, Kimura K, Iwata Y.",https://pubmed.ncbi.nlm.nih.gov//39789553/,Orphanet J Rare Dis, 2025 Jan 9
