id,name,authors,published_date,journal_publication,link,article_type,volume,issue
s13102-024-01025-x,Biopsychosocial approach to sports injury: a systematic review and exploration of knowledge structure,Moonjung Bae,18 December 2024,"BMC Sports Science, Medicine and Rehabilitation",//bmcsportsscimedrehabil.biomedcentral.com/articles/10.1186/s13102-024-01025-x,Research,16,:242
s40164-024-00589-1,Chiglitazar diminishes the warburg effect through PPARγ/mTOR/PKM2 and increases the sensitivity of imatinib in chronic myeloid leukemia,"Hongpeng Duan, Qian Lai, Yuelong Jiang, Liuzhen Yang, Manman Deng, Zhijuan Lin, Weihang Shan, Mengya Zhong, Jingwei Yao, Li Zhang, Bing Xu and Jie Zha",18 December 2024,Experimental Hematology & Oncology,//ehoonline.biomedcentral.com/articles/10.1186/s40164-024-00589-1,Research,13,:121
s12986-024-00876-y,An interpretable machine learning model for precise prediction of biomarkers for intermittent fasting pattern,"Xiaoli Hu, Qingjun Xu, Xuan Ma, Lin Li, Yongning Wu and Feifei Sun",18 December 2024,Nutrition & Metabolism,//nutritionandmetabolism.biomedcentral.com/articles/10.1186/s12986-024-00876-y,Research,21,:106
s12889-024-20367-2,Ramadan fasting as a form of time-restricted eating during pregnancy and long-term health effects in offspring: a narrative systematic review,"Mujahed Abassi, Dilan Karim and Tahir Jokinen",18 December 2024,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20367-2,Systematic Review,24,:3425
s12879-024-10356-6,The frequency of serious bacterial infection in febrile infants less than 90 days infected with SARS-CoV-2 and other respiratory viral pathogens,"Hande Yigit, Emel Ulusoy, Songul Tomar Guneysu, Ozlem Colak, Ayse Gultekingil, Oksan Derinoz Guleryuz, Durgul Yilmaz, Murat Duman and Ozlem Teksam",18 December 2024,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-024-10356-6,Research,24,:1444
s12909-024-06473-0,A mixed method study investigating the key translational competencies acquired during a challenge-based course,"Farah R. W. Kools, Christine M. Fox, Berent J. Prakken and Harold V. M. van Rijen",18 December 2024,BMC Medical Education,//bmcmededuc.biomedcentral.com/articles/10.1186/s12909-024-06473-0,Research,24,:1439
s12879-024-10298-z,"Aspergillus-related immune reconstitution inflammatory syndrome in pediatric cancer patients, clinical characteristics, imaging findings, and survival","Ali Amanati, Mehdi Ghaderian Jahromi, Hadis Jafarian, Seyed Reza Abdipour Mehrian, Sarvin Sajedianfard, Shahdad Farokhmanesh, Arman Maddahi, Farima Safari, Seyed Ali Nabavizadeh and Mohammad Matin Karbalaee Alinazari",18 December 2024,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-024-10298-z,Case Report,24,:1423
s12879-024-10325-z,Liver abscess and splenic infarction due to ,"Yixun Wang, Yanni Xiang, Chao Lei, Xiaxia Zheng, Wen Wu, ZhaoHui Zhang and Xingguang Qu",18 December 2024,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-024-10325-z,Case Report,24,:1415
s12912-024-02542-3,The interactivity and independence of Recovery challenges and coping strategies for ICU survivors and their caregivers: a systematic review and Meta-synthesis,"Zeyi Zhang, Longshan Yang and Heng Cao",18 December 2024,BMC Nursing,//bmcnurs.biomedcentral.com/articles/10.1186/s12912-024-02542-3,Research,23,:895
s13063-024-08664-y,Induction treatments with and without addition of one dose anthracycline to all-trans retinoid acid and arsenic in pediatric non-high-risk acute promyelocytic leukemia: study protocol for a randomized controlled trial,"Zhong Fan, Xiu-Ya Huang, Dan-Ping Huang, Jie-Si Luo, Jia-Yin Su, Xiao-Li Zhang, Yu Li, Li-Na Wang, Cong Liang, Xue-Qun Luo, Li-Bin Huang and Yan-Lai Tang",18 December 2024,Trials,//trialsjournal.biomedcentral.com/articles/10.1186/s13063-024-08664-y,Study protocol,25,:819
s13071-024-06549-2, and ,"Alena Balážová, Tomáš Václavík, Vojtech Baláž and Pavel Široký",18 December 2024,Parasites & Vectors,//parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-024-06549-2,Brief Report,17,:513
s12882-024-03870-x,Association of serum klotho level with albuminuria in middle‑aged and elderly participants without diabetes mellitus: a cross‑sectional study,"Dawei Chen, Mengxing Chen, Zhixiang Qi, Yumei Tang and Xin Wan",18 December 2024,BMC Nephrology,//bmcnephrol.biomedcentral.com/articles/10.1186/s12882-024-03870-x,Research,25,:455
s13045-024-01641-7,"Tumor-derived G-CSF induces an immunosuppressive microenvironment in an osteosarcoma model, reducing response to CAR.GD2 T-cells","Michele Pezzella, Concetta Quintarelli, Maria C. Quadraccia, Andrea Sarcinelli, Simona Manni, Laura Iaffaldano, Alessio Ottaviani, Roselia Ciccone, Antonio Camera, Maria L. D’Amore, Stefano Di Cecca, Matilde Sinibaldi, Marika Guercio, Mariasole Aurigemma, Pamela De Falco, Valentina Fustaino…",18 December 2024,Journal of Hematology & Oncology,//jhoonline.biomedcentral.com/articles/10.1186/s13045-024-01641-7,Research,17,:127
s12871-024-02842-w,Unravelling intubation challenges: a machine learning approach incorporating multiple predictive parameters,"Parisa Sezari, Zeinab Kohzadi, Ali Dabbagh, Alireza Jafari, Saba Khoshtinatan, Kamran Mottaghi, Zahra Kohzadi and Shahabedin Rahmatizadeh",18 December 2024,BMC Anesthesiology,//bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-024-02842-w,Research,24,:453
s12944-024-02404-6,"Gender differences in the association between the uric acid to high-density lipoprotein cholesterol ratio and diabetes risk: a mediation analysis of c-reactive protein, triglycerides, and insulin resistance","Jianming Yin, Chuanjie Zheng, Zhan Li, Ying Chang, Lingyong Cao and Yiqian Qu",18 December 2024,Lipids in Health and Disease,//lipidworld.biomedcentral.com/articles/10.1186/s12944-024-02404-6,Research,23,:409
s12911-024-02800-z,Predicting blood transfusion demand in intensive care patients after surgery by comparative analysis of temporally extended data selection,"Seyedmostafa Sheikhalishahi, Sebastian Goss, Lea K. Seidlmayer, Sarra Zaghdoudi, Ludwig C. Hinske and Mathias Kaspar",18 December 2024,BMC Medical Informatics and Decision Making,//bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-024-02800-z,Research,24,:397
s12974-024-03317-y,Peripheral immune cell dysregulation following diffuse traumatic brain injury in pigs,"Kathryn L. Wofford, Kevin D. Browne, David J. Loane, David F. Meaney and D. Kacy Cullen",18 December 2024,Journal of Neuroinflammation,//jneuroinflammation.biomedcentral.com/articles/10.1186/s12974-024-03317-y,Research,21,:324
s13058-024-01936-0,Intraoperative radiotherapy versus whole breast radiotherapy in early-stage breast cancer: a retrospective outcome analysis based on ASTRO guidelines on PBI,"Shi-Yu Gao, Ting-Chun Lin, Liang-Chih Liu, Wen-Ling Chen and Ji-An Liang",18 December 2024,Breast Cancer Research,//breast-cancer-research.biomedcentral.com/articles/10.1186/s13058-024-01936-0,Research,26,:181
s13049-024-01305-y,Solid organ transplantation originating from uncontrolled donation after circulatory death in Europe: a narrative review,"Yann Pionnier, Tom Darius, Andrea Penaloza, Francoise Steenebruggen, Florence Dupriez, Arne Neyrinck and Cornelia Genbrugge",18 December 2024,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",//sjtrem.biomedcentral.com/articles/10.1186/s13049-024-01305-y,Review,32,:130
s13045-024-01642-6,Asciminib add-on to imatinib demonstrates sustained high rates of ongoing therapy and deep molecular responses with prolonged follow-up in the ASC4MORE study,"Timothy P. Hughes, Giuseppe Saglio, Jan Geissler, Dong-Wook Kim, Elza Lomaia, Jiri Mayer, Anna Turkina, Shruti Kapoor, Ana Paula Cardoso, Becki Nieman, Sara Quenet and Jorge E. Cortes",18 December 2024,Journal of Hematology & Oncology,//jhoonline.biomedcentral.com/articles/10.1186/s13045-024-01642-6,Research,17,:125
s44158-024-00214-x,Intraoperative extracorporeal support for lung transplant: a systematic review and network meta-analysis,"Tommaso Pettenuzzo, Honoria Ocagli, Nicolò Sella, Alessandro De Cassai, Francesco Zarantonello, Sabrina Congedi, Maria Vittoria Chiaruttini, Elisa Pistollato, Marco Nardelli, Martina Biscaro, Mara Bassi, Giordana Coniglio, Eleonora Faccioli, Federico Rea, Dario Gregori, Paolo Navalesi…",18 December 2024,"Journal of Anesthesia, Analgesia and Critical Care",//janesthanalgcritcare.biomedcentral.com/articles/10.1186/s44158-024-00214-x,Review,4,:81
s12610-024-00244-z,Primary ciliary dyskinesia as a rare cause of male infertility: case report and literature overview,"Jan Novák, Lenka Horáková, Alena Puchmajerová, Viktor Vik, Zuzana Krátká and Vojtěch Thon",18 December 2024,Basic and Clinical Andrology,//bacandrology.biomedcentral.com/articles/10.1186/s12610-024-00244-z,Case Report,34,:27
s12885-024-13246-x,Effectiveness of non-pharmacological interventions in managing symptom clusters among lung cancer patients: a systematic review,"Qiuhong Chen, Yonglin Li, Yiyang Lin, Xiujing Lin, Rachel Arbing, Wei-Ti Chen and Feifei Huang",6 December 2024,BMC Cancer,//bmccancer.biomedcentral.com/articles/10.1186/s12885-024-13246-x,Research,24,:1505
s12909-024-06420-z,"The effect of computer-based Stress Inoculation Training (SIT) approach on the pelvic pain, depression, and anxiety in students with primary dysmenorrhea: a clinical trial study","Leila Dailer, Hajar Adib-Rad, Fatemeh Bakouei, Mahbobeh Faramarzi and Soraya Khafri",6 December 2024,BMC Medical Education,//bmcmededuc.biomedcentral.com/articles/10.1186/s12909-024-06420-z,Research,24,:1425
s12879-024-10292-5,Clinical application value of simultaneous plasma and bronchoalveolar lavage fluid metagenomic next generation sequencing in patients with pneumonia-derived sepsis,"Jiayan Li, Dongxu Pan, Yuxin Guo, Bo Zhang, Xinglin Lu, Chen Deng, Feifei Xu, Zongnan Lv, Qinhe Chen, Yafeng Zheng, Shuhao Nong, Lihua Su, Rongfa Qin, Fufu Jiang, Wei Gai and Gang Qin",6 December 2024,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-024-10292-5,Research,24,:1393
s12879-024-10286-3,A rare case of recurrent spinal hydatid cyst in a 17-year-old man with neurological deficits and balance impairment,"Mina Farjam, Faraz Changizi, Kaveh Ebrahimzadeh, Shahram Sabeti, Farahnaz Bidari Zerehpoush, Farid Javandoust Gharehbagh and Ilad Alavi Darazam",6 December 2024,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-024-10286-3,Case Report,24,:1392
s12891-024-08135-0,Association of thromboelastogram hypercoagulability with postoperative deep venous thrombosis of the lower extremity in patients with femur and pelvic fractures: a cohort study,"Peiyao Cheng, Bo Cheng, Linqin Wu, Hui Zhang and Yitong Yang",6 December 2024,BMC Musculoskeletal Disorders,//bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/s12891-024-08135-0,Research,25,:1005
s12888-024-06359-x,Association between dyslipidemia and depression: a cross-sectional analysis of NHANES data from 2007 to 2018,"Xuemin Zhong, Jinxuan Ming and Changqing Li",6 December 2024,BMC Psychiatry,//bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-024-06359-x,Research,24,:893
s12887-024-05280-2,"Treatment outcome of community acquired pneumonia among pediatric patients admitted to pediatrics wards at university of Gondar comprehensive and specialized hospital, northwest Ethiopia: a Retrospective cohort study","Eshete Tadege Belay, Hiluf Maldey Hayelom, Boressa Adugna, Nigussie Birhan and Kifle Asmamaw",6 December 2024,BMC Pediatrics,//bmcpediatr.biomedcentral.com/articles/10.1186/s12887-024-05280-2,Research,24,:801
s12872-024-04384-y,"Assessing the repeatability, reliability, and precision of right ventricular outflow tract and mid-pulmonary artery diameters, velocity time integrals, and agreement between site-specific stroke volumes","Reza Mohseni-Badalabadi, Leila Hosseininejad, Reza Hali, Flora Fallah and Ali Hosseinsabet",6 December 2024,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-024-04384-y,Research,24,:703
s13256-024-04894-5,Conjoined twin at abdomen: twin A anencephaly and face presentation with twin B cephalic presentation: a case report and review of the literature,Leta Hinkosa Dinsa and Asfaw Tadesse Mengesha,6 December 2024,Journal of Medical Case Reports,//jmedicalcasereports.biomedcentral.com/articles/10.1186/s13256-024-04894-5,Case report,18,:597
s12917-024-04424-x,Supplementation of laying hens’ feed with Schizochytrium powder and its effect on physical and chemical properties of eggs,"Ifra kiran, Huma Umbreen, Mahr un Nisa, Fahad Al-Asmari and Eliasse Zongo",6 December 2024,BMC Veterinary Research,//bmcvetres.biomedcentral.com/articles/10.1186/s12917-024-04424-x,Research,20,:557
s12917-024-04410-3,Impact of porcine respiratory disease complex on carcass weight and meatiness: quantitative insights from a mixed-model analysis,"Paulina Przyborowska, Renata Lewko-Wojtowicz, Piotr Cybulski, Dominiek Maes and Dawid Tobolski",6 December 2024,BMC Veterinary Research,//bmcvetres.biomedcentral.com/articles/10.1186/s12917-024-04410-3,Research,20,:554
s12933-024-02524-4,Diabetes does not increase in-hospital or short-term mortality in patients undergoing surgical repair for type A aortic dissection: insight from the national readmission database,"Hamza Chaudhry, Soha Dargham, Amin Jayyousi, Jassim Al Suwaidi and Charbel Abi Khalil",6 December 2024,Cardiovascular Diabetology,//cardiab.biomedcentral.com/articles/10.1186/s12933-024-02524-4,Research,23,:436
s12943-024-02184-8,Chimeric antigen receptor macrophages targeting c-MET(CAR-M-c-MET) inhibit pancreatic cancer progression and improve cytotoxic chemotherapeutic efficacy,"Huaijin Zheng, Xinzhe Yang, Nan Huang, Shangqin Yuan, Jiayi Li, Xudong Liu, Qing Jiang, Shanshan Wu, Yue Ju, Jorg Kleeff, Xiushan Yin, Quan Liao, Qiaofei Liu and Yupei Zhao",6 December 2024,Molecular Cancer,//molecular-cancer.biomedcentral.com/articles/10.1186/s12943-024-02184-8,Research,23,:270
s40104-024-01125-1,Whole-genome resequencing to investigate the genetic diversity and mechanisms of plateau adaptation in Tibetan sheep,"Xue Li, Buying Han, Dehui Liu, Song Wang, Lei Wang, Quanbang Pei, Zian Zhang, Jincai Zhao, Bin Huang, Fuqiang Zhang, Kai Zhao and Dehong Tian",6 December 2024,Journal of Animal Science and Biotechnology,//jasbsci.biomedcentral.com/articles/10.1186/s40104-024-01125-1,Research,15,:164
s12937-024-01051-y,The effect of omega-3 Polyunsaturated Fatty Acid (PUFA) prescription preparations on the prevention of clinical cardiovascular disease: a meta-analysis of RCTs,"Shujie Dong, Yalan Wang, Jialu Bian, Hongsheng Chen, Jie Dong, Jun Zhu, Tongyan Zhang, Qian Du and Rongsheng Zhao",6 December 2024,Nutrition Journal,//nutritionj.biomedcentral.com/articles/10.1186/s12937-024-01051-y,Review,23,:157
s13006-024-00686-1,Artificial intelligence applied to the study of human milk and breastfeeding: a scoping review,"Sergio Agudelo-Pérez, Daniel Botero-Rosas, Laura Rodríguez-Alvarado, Julián Espitia-Angel and Lina Raigoso-Díaz",6 December 2024,International Breastfeeding Journal,//internationalbreastfeedingjournal.biomedcentral.com/articles/10.1186/s13006-024-00686-1,Review,19,:79
s12872-024-04385-x,Correlation between triglyceride-glucose index and atrial fibrillation in acute coronary syndrome patients: a retrospective cohort study and the establishment of a LASSO-Logistic regression model,"Chenglong Yao, Yuan Qin, Xuhe Yan, Zijian Zhao, Bingfu Wang, Yizhen Bai, Tianwang Zhang and Yazhu Hou",5 December 2024,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-024-04385-x,Research,24,:702
s12911-024-02793-9,Integrating structured and unstructured data for predicting emergency severity: an association and predictive study using transformer-based natural language processing models,"Xingyu Zhang, Yanshan Wang, Yun Jiang, Charissa B. Pacella and Wenbin Zhang",5 December 2024,BMC Medical Informatics and Decision Making,//bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-024-02793-9,Research,24,:372
s13075-024-03449-9,Impact of systemic inflammation and disease activity on the incidence of interstitial lung disease in patients with rheumatoid arthritis – a nested case-control study within the German biologics register RABBIT,"Ronja Ramien, Tatjana Rudi, Rieke Alten, Andreas Krause, Matthias Schneider, Martin Schaefer, Anja Strangfeld and Yvette Meissner",5 December 2024,Arthritis Research & Therapy,//arthritis-research.biomedcentral.com/articles/10.1186/s13075-024-03449-9,Research,26,:209
s13293-024-00681-5,X-inactive-specific transcript: a long noncoding RNA with a complex role in sex differences in human disease,"Dan N. Predescu, Babak Mokhlesi and Sanda A. Predescu",5 December 2024,Biology of Sex Differences,//bsd.biomedcentral.com/articles/10.1186/s13293-024-00681-5,Review,15,:101
s12889-024-20892-0,Insomnia symptoms and the risk of all-cause mortality among stroke survivors,"Wendemi Sawadogo, Tilahun Adera, Maha Alattar, Robert Perera and James Burch",4 December 2024,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20892-0,Research,24,:3376
s12879-024-10242-1,Strategies to reduce 28-day mortality in adult patients with bacteremia in the emergency department,"Noémie Laurier, Angela Karellis, Xiaoqing Xue, Marc Afilalo and Karl Weiss",4 December 2024,BMC Infectious Diseases,//bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-024-10242-1,Research,24,:1384
s12877-024-05589-8,Evaluation of Sarcopenia screening indices as predictors of mortality in older patients with Alzheimer’s disease,"Xinjie Song, Sha Huang, Mei Li and Xiaoyan Chen",4 December 2024,BMC Geriatrics,//bmcgeriatr.biomedcentral.com/articles/10.1186/s12877-024-05589-8,Research,24,:996
s12872-024-04380-2,Investigating the effects of remdesivir on corrected QT interval in patients with severe COVID-19 disease: a historical cohort study,"Homina Saffar, Maryam Nabati, Naser Saffar and Jamshid Yazdani",4 December 2024,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-024-04380-2,Research,24,:700
s12872-024-04353-5,Association between endothelial activation and stress index and 30-day mortality risk in acute myocardial infarction patients: a study based on the medical information mart for intensive care-IV database,"Mingmin Sang, Xiaofeng Ma, Fangyi Zhu, Cunkui Zhu and Zuohua Ying",4 December 2024,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-024-04353-5,Research,24,:699
s12872-024-04386-w,Clinical value of drug-coated balloon versus second-generation drug-eluting stent for de novo lesions in large coronary arteries: insights from the real world,"Kang Zhao, Quan Guo, Zhenzhou Zhao, Haiyu Tang, Ran You, Liang Peng, Lixin Rao and Muwei Li",4 December 2024,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-024-04386-w,Research,24,:697
s12872-024-04382-0,Left ventricular dissecting haematoma and aneurysm formation in a patient who uses methamphetamines: a case report,"Pramith Ruwanpathirana, Subhani Poornima, Gayan Dissanayake, Disna Amaratunga and Gamini Galappaththi",4 December 2024,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-024-04382-0,Case Report,24,:696
s12890-024-03404-z,The impact of comprehensive healthy lifestyles on obstructive sleep apnea and the mediating role of BMI: insights from NHANES 2005–2008 and 2015–2018,"Jinsong Mou, Haishan Zhou, Shiya Huang and Zhangui Feng",4 December 2024,BMC Pulmonary Medicine,//bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-024-03404-z,Research,24,:601
s12917-024-04414-z,Paratuberculosis in South American camelids: two independent cases in alpacas in Germany,"Heike Köhler, Jana Müller, Elena Kloß, Petra Möbius, Stefanie A. Barth, Marlene Sickinger, Nicole Gies, Carsten Heydel and Martin Peters",4 December 2024,BMC Veterinary Research,//bmcvetres.biomedcentral.com/articles/10.1186/s12917-024-04414-z,Case Report,20,:550
s12883-024-03974-9,Prevalence and associated factors of post-stroke depression among patients on follow-up at medical referral clinics of Bahir Dar city public specialized hospitals,"Ermiyas Yemane Debebe, Mulugeta Biyadgie, Hanamariam Abebe Chekol, Lakew Asmare and Zeamanuel Anteneh Yigzaw",4 December 2024,BMC Neurology,//bmcneurol.biomedcentral.com/articles/10.1186/s12883-024-03974-9,Research,24,:470
s12933-024-02514-6,PACS2/CPT1A/DHODH signaling promotes cardiomyocyte ferroptosis in diabetic cardiomyopathy,"Hong Xiang, Qi Lyu, Shuhua Chen, Jie Ouyang, Di Xiao, Quanjun Liu, HaiJiao Long, Xinru Zheng, Xiaoping Yang and Hongwei Lu",4 December 2024,Cardiovascular Diabetology,//cardiab.biomedcentral.com/articles/10.1186/s12933-024-02514-6,Research,23,:432
s12933-024-02513-7,Elevated whole blood viscosity is associated with an impaired insulin-stimulated myocardial glucose metabolism,"Elena Succurro, Patrizia Vizza, Francesco Cicone, Mariangela Rubino, Teresa Vanessa Fiorentino, Maria Perticone, Gaia Chiara Mannino, Angela Sciacqua, Pietro Hiram Guzzi, Pierangelo Veltri, Giuseppe Lucio Cascini, Francesco Andreozzi and Giorgio Sesti",4 December 2024,Cardiovascular Diabetology,//cardiab.biomedcentral.com/articles/10.1186/s12933-024-02513-7,Research,23,:431
s12933-024-02520-8,SGLT2 inhibitor downregulates ANGPTL4 to mitigate pathological aging of cardiomyocytes induced by type 2 diabetes,"Yun Wen, Xiaofang Zhang, Han Liu, Haowen Ye, Ruxin Wang, Caixia Ma, Tianqi Duo, Jiaxin Wang, Xian Yang, Meixin Yu, Ying Wang, Liangyan Wu, Yongting Zhao and Lihong Wang",4 December 2024,Cardiovascular Diabetology,//cardiab.biomedcentral.com/articles/10.1186/s12933-024-02520-8,Research,23,:430
s12893-024-02680-0,The application value of 5 Fr non-contact hysteroscopy in the diagnosis and treatment of intrauterine diseases in perimenopausal and postmenopausal women,"Jun Huang, Cunsi Yin and Junli Wang",4 December 2024,BMC Surgery,//bmcsurg.biomedcentral.com/articles/10.1186/s12893-024-02680-0,Research,24,:384
s13148-024-01795-8,DNA methylation-based telomere length is more strongly associated with cardiovascular disease and long-term mortality than quantitative polymerase chain reaction-based telomere length: evidence from the NHANES 1999–2002,"Qianhui Wang, Yuanfeng Gao, Jie Song, Dilare Taiwaikuli, Huanhuan Ding, Xinchun Yang, Baopeng Tang and Xianhui Zhou",4 December 2024,Clinical Epigenetics,//clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-024-01795-8,Research,16,:177
s40364-024-00699-2,TRPM channels in human cancers: regulatory mechanism and therapeutic prospects,"Qinfeng Liu, Mengyu Hu, Shi Li, Xin Zhang, Rui Zhang, Hao Lyu, Shuai Xiao, Dong Guo, Xing-Zhen Chen, Jingfeng Tang and Cefan Zhou",4 December 2024,Biomarker Research,//biomarkerres.biomedcentral.com/articles/10.1186/s40364-024-00699-2,Review,12,:152
s13293-024-00667-3,Estrogen administration enhances the adverse effects of cigarette smoking on the heart in cycling female mice,"Emna Abidi, Reine Diab, Rana Zahreddine, Ghadir Amin, Abdullah Kaplan, George W. Booz and Fouad A. Zouein",4 December 2024,Biology of Sex Differences,//bsd.biomedcentral.com/articles/10.1186/s13293-024-00667-3,Research,15,:100
s44263-024-00106-w,"Investigating inconsistencies regarding health equity in select World Health Organization texts: a critical discourse analysis of health promotion, social determinants of health, and urban health texts, 2008–2016","Michelle Amri, Theresa Enright, Patricia O’Campo, Erica Di Ruggiero, Arjumand Siddiqi and Jesse B. Bump",4 December 2024,BMC Global and Public Health,//bmcglobalpublichealth.biomedcentral.com/articles/10.1186/s44263-024-00106-w,Research,2,:81
s40779-024-00583-y,Association between periodontal disease and systemic diseases: a cross-sectional analysis of current evidence,"Di Huang, Yun-Yun Wang, Bing-Hui Li, Lan Wu, Wen-Zhong Xie, Xia Zhou and Bin Ma",4 December 2024,Military Medical Research,//mmrjournal.biomedcentral.com/articles/10.1186/s40779-024-00583-y,Research,11,:74
s12610-024-00237-y,Idiopathic recurrent ischemic priapism: a review of current literature and an algorithmic approach to evaluation and management,"Naim Yarak, Joey El Khoury, Patrick Coloby, Stéphane Bart and Maher Abdessater",4 December 2024,Basic and Clinical Andrology,//bacandrology.biomedcentral.com/articles/10.1186/s12610-024-00237-y,Research,34,:21
s12889-024-20509-6,Comparing models that integrate obstetric care and WIC on improved program enrollment during pregnancy: a protocol for a randomized controlled trial,"Kirstie M. Herb Neff, Kelsey Brandt, Alex R. Chang, Shawnee Lutcher, A. Dhanya Mackeen, Kyle A. Marshall, Allison Naylor, Christopher J. Seiler, G. Craig Wood, Lyndell Wright and Lisa Bailey-Davis",5 December 2024,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20509-6,Study Protocol,24,:3393
s12889-024-20913-y,The effect of life skills training on reducing domestic violence and improving treatment adherence in women with diabetes experiencing intimate partner violence: a randomized clinical trial based on the theory of self-efficacy,"Shahrbanoo Rezaee, Razieh Bagherzadeh, Mahnoush Reisi, Leila Fotovat and Hakimeh Vahedparast",5 December 2024,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20913-y,Research,24,:3390
s12913-024-12045-1,Impact of pay-for-performance on hospital readmissions in Lebanon: an ARIMA-based intervention analysis using routine data,"Jade Khalife, Walid Ammar, Fadi El-Jardali, Maria Emmelin and Björn Ekman",5 December 2024,BMC Health Services Research,//bmchealthservres.biomedcentral.com/articles/10.1186/s12913-024-12045-1,Research,24,:1551
s12889-024-20873-3,When and why do people change their minds in favor of vaccination? Longitudinal analyses of switching COVID-19 vaccination preferences,"Floor Kroese, Wijnand van den Boom, Vincent Buskens, Pepijn van Empelen, Marlies Hulscher, Robert A. C. Ruiter, Daniëlle R. M. Timmermans, Marion de Vries, Marijn de Bruin and Mattijs Lambooij",5 December 2024,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20873-3,Research,24,:3392
s12889-024-20861-7,Effects of physical exercise on body esteem among females: a meta-analysis,"Yu Zhang, Zehui Wen, Yingbo Zhu and Guofeng Guan",5 December 2024,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20861-7,Systematic Review,24,:3387
s12889-024-20843-9,Assessing sport commitment: the development and preliminary validation of recreational sport commitment questionnaire,"Arthur Ling, Eng Wah Teo and Ngien Siong Chin",5 December 2024,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20843-9,Research,24,:3386
s12885-024-13261-y,Negative association of C-reactive protein-albumin-lymphocyte index (CALLY index) with all-cause and cause-specific mortality in patients with cancer: results from NHANES 1999–2018,"Di Zhu, Ye-Ding Lin, Yan-Zhu Yao, Xiang-Jun Qi, Kai Qian and Li-Zhu Lin",5 December 2024,BMC Cancer,//bmccancer.biomedcentral.com/articles/10.1186/s12885-024-13261-y,Research,24,:1499
s12888-024-06336-4,Association between C-reactive protein-triglyceride glucose index and depressive symptoms in American adults: results from the NHANES 2005 to 2010,"Chaojuan Huang, Hongtao You, Yuyang Zhang, Zhiwei Li, Mingxu Li, Xingliang Feng and Naiyuan Shao",5 December 2024,BMC Psychiatry,//bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-024-06336-4,Research,24,:890
s12886-024-03791-1,Ocular findings in Baraitser–Winter syndrome with a de novo mutation in the ,"Jae Won Kim, Sook-Young Kim and Donghun Lee",5 December 2024,BMC Ophthalmology,//bmcophthalmol.biomedcentral.com/articles/10.1186/s12886-024-03791-1,Case Report,24,:524
s13023-024-03473-7,Global longitudinal strain in pre-symptomatic patients with mutation for transthyretin amyloidosis,"Grazia Canciello, Stefano Tozza, Gaetano Todde, Maria Nolano, Felice Borrelli, Giovanni Palumbo, Raffaella Lombardi, Emanuele Cassano, Wanda Acampa, Giovanni Esposito, Fiore Manganelli and Maria Angela Losi",5 December 2024,Orphanet Journal of Rare Diseases,//ojrd.biomedcentral.com/articles/10.1186/s13023-024-03473-7,Research,19,:458
